140,-35.8393
141,-36.6986
142,-38.3148
143,-40.4919
144,-41.4944
145,-39.3076
146,-36.2355
147,-33.7611
148,-31.9973
149,-30.8549
150,-30.2693
151,-30.2211
152,-30.7356
153,-31.8839
154,-33.7577
155,-36.1888
156,-37.4188
157,-35.3655
158,-32.4262
159,-30.1001
160,-28.4848
161,-27.4804
162,-27.0105
163,-27.035
164,-27.5405
165,-28.5203
166,-29.9208
167,-31.4795
168,-32.4681
169,-32.1472
170,-30.9392
171,-29.6978
172,-29.1007
173,-28.6006
174,-28.1438
175,-27.8038
176,-27.7255
177,-27.9044
178,-28.7434
179,-29.6534
180,-31.8178
